CAMIS,DBA,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION TYPE,INSPECTION DATE,ACTION,SCORE,GRADE,GRADE DATE,Count
40511309,TREVI DELI,48,UNION SQUARE EAST,10003,Delicatessen,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,11,A,10/5/2015,4
40511309,TREVI DELI,48,UNION SQUARE EAST,10003,Delicatessen,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,48,,,5
40512123,VILLAGE YOGURT,547,6 AVENUE,10011,Vegetarian,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,24,,,4
40512129,MILL KOREAN RESTAURANT,2895,BROADWAY,10025,Korean,Cycle Inspection / Re-inspection,9/4/2015 0:00,Violations were cited in the following area(s).,12,A,9/4/2015,2
40512403,CHINA CHALET,47,BROADWAY,10006,Chinese,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,34,,,6
40512403,CHINA CHALET,47,BROADWAY,10006,Chinese,Administrative Miscellaneous / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,,,,1
40512520,CHELSEA RISTORANTE,108,8 AVENUE,10011,Italian,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,18,,,3
40512868,AQUA GRILL,210,SPRING STREET,10012,Seafood,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,13,A,9/3/2015,3
40513414,PADDY MAGUIRE'S ALE HOUSE,237       ,THIRD AVENUE                                      ,10003,"Bottled beverages, including water, sodas, juices, etc.",Cycle Inspection / Re-inspection,9/23/2015 0:00,Violations were cited in the following area(s).,21,Z,9/23/2015,4
40513414,PADDY MAGUIRE'S ALE HOUSE,237       ,THIRD AVENUE                                      ,10003,"Bottled beverages, including water, sodas, juices, etc.",Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,20,,,3
40515448,FREDDIE & PEPPER'S PIZZA,303       ,AMSTERDAM AVENUE                                  ,10023,Pizza,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,22,,,4
40515523,BLUE WATER GRILL,31,UNION SQUARE WEST,10003,Seafood,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,24,,,4
40524843,STARBUCKS COFFEE,1372,BROADWAY,10018,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,6,A,9/30/2015,2
40526254,DANIELLO'S PIZZERIA,70,WEST   95 STREET,10025,Pizza/Italian,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,32,,,6
40526489,DEB'S,200,VARICK STREET,10014,American ,Cycle Inspection / Re-inspection,9/25/2015 0:00,Violations were cited in the following area(s).,8,A,9/25/2015,3
40527369,DIWAN-E-KHAAS,2628      ,CEDAR STREET                                                                                        ,10005,Indian,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,7,A,9/11/2015,1
40528297,VIA ITALIA RISTORANTE,45        ,WEST   46 STREET                                  ,10036,Italian,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,21,Z,9/3/2015,4
40529991,WENDY'S,1211,AVENUE OF THE AMERICAS,10036,Hamburgers,Cycle Inspection / Re-inspection,9/30/2015 0:00,Violations were cited in the following area(s).,7,A,9/30/2015,2
40529991,WENDY'S,1211,AVENUE OF THE AMERICAS,10036,Hamburgers,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,18,,,4
40532870,STARBUCKS COFFEE,124,8 AVENUE,10011,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,11,A,9/30/2015,2
40534837,AJANTA INDIA,1237,AMSTERDAM AVENUE,10027,Indian,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,20,,,5
40534837,AJANTA INDIA,1237,AMSTERDAM AVENUE,10027,Indian,Smoke-Free Air Act / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,,,,1
40534837,AJANTA INDIA,1237,AMSTERDAM AVENUE,10027,Indian,Administrative Miscellaneous / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,,,,1
40534893,THE GREAT BURRITO MEXICAN KITCHEN,405       ,AMSTERDAM AVENUE                                  ,10024,Mexican,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,6,A,9/29/2015,1
40534893,THE GREAT BURRITO MEXICAN KITCHEN,405       ,AMSTERDAM AVENUE                                  ,10024,Mexican,Smoke-Free Air Act / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,,,,2
40535467,CHIU HONG BAKERY,161,MOTT STREET,10013,Bakery,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,10,A,9/3/2015,1
40539007,MUSTANG HARRY'S,352,SEVENTH AVENUE,10001,American ,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,32,,,6
40540478,RENAISSANCE RESTAURANT BAR AND GARDEN DINER,776,9 AVENUE,10019,American ,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,11,A,9/21/2015,2
40540478,RENAISSANCE RESTAURANT BAR AND GARDEN DINER,776,9 AVENUE,10019,American ,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,27,,,7
40542427,SAKA GURA,211,EAST   43 STREET,10017,Japanese,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,18,,,4
40546256,STARBUCKS COFFEE,255,WEST   43 STREET,10036,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,4,A,10/15/2015,2
40546849,LA PIZZA FRESCA,31        ,EAST   20 STREET                                                                                    ,10003,Italian,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,9,A,10/13/2015,2
40547272,DEATH & CO,433       ,EAST    6 STREET                                  ,10009,American ,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,17,Z,9/1/2015,3
40547272,DEATH & CO,433       ,EAST    6 STREET                                  ,10009,American ,Smoke-Free Air Act / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,,,,1
40550666,LITE DELIGHTS,51        ,EAST HOUSTON STREET                               ,10012,American ,Cycle Inspection / Reopening Inspection,10/9/2015 0:00,Establishment re-opened by DOHMH,7,Z,10/9/2015,2
40550666,LITE DELIGHTS,51        ,EAST HOUSTON STREET                               ,10012,American ,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,36,,,3
40554360,BIRDLAND,315,WEST   44 STREET,10036,American ,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,2,A,9/15/2015,1
40554360,BIRDLAND,315,WEST   44 STREET,10036,American ,Smoke-Free Air Act / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,,,,1
40557279,BENNIE'S THAI CAFE,88,FULTON STREET,10038,Thai,Cycle Inspection / Re-inspection,9/18/2015 0:00,Violations were cited in the following area(s).,10,A,9/18/2015,2
40557912,KISMAT INDIAN CUISINE,603,FORT WASHINGTON AVENUE,10040,Indian,Cycle Inspection / Re-inspection,9/25/2015 0:00,Violations were cited in the following area(s).,10,A,9/25/2015,3
40557912,KISMAT INDIAN CUISINE,603,FORT WASHINGTON AVENUE,10040,Indian,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,48,,,5
40559172,USKUDAR RESTAURANT,1405      ,SECOND AVENUE                                     ,10021,Turkish,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,4,A,9/15/2015,2
40559546,PASHA TURKISH RESTAURANT,64        ,WEST   71 STREET                                  ,10023,Turkish,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,13,A,9/17/2015,4
40559546,PASHA TURKISH RESTAURANT,64        ,WEST   71 STREET                                  ,10023,Turkish,Trans Fat / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,,,,1
40559636,TRATTORIA BIANCA,481,8 AVENUE,10001,American ,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,10,A,9/16/2015,2
40559892,QUALITY MEATS,57        ,WEST   58 STREET                                  ,10019,Steak,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,7,A,9/3/2015,2
40560440,STARBUCKS COFFEE,684,6 AVENUE,10010,Café/Coffee/Tea,Cycle Inspection / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,3,A,10/9/2015,1
40560442,BLOCKHEAD'S MEXICAN DINER,954       ,2 AVENUE                                          ,10022,Mexican,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,4,A,9/15/2015,2
40560896,YAKITORI TAISHO,5         ,ST MARKS PLACE                                    ,10003,Japanese,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,12,A,9/1/2015,2
40560896,YAKITORI TAISHO,5         ,ST MARKS PLACE                                    ,10003,Japanese,Administrative Miscellaneous / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,,,,2
40563041,RAY'S CANDY STORE,113,AVENUE A,10009,American ,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,12,A,10/5/2015,3
40564701,DOMINO'S PIZZA,943,1ST AVE,10022,Pizza,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,12,A,9/14/2015,3
40566489,PIZZA HUT,761       ,7 AVENUE                                          ,10019,Pizza,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,2,A,9/15/2015,1
40569633,BOCCA DI BACCO,635       ,NINTH AVENUE                                      ,10036,Italian,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,43,,,6
40570878,NOODLE CAFE ZEN,31        ,SAINT MARK'S PLACE                                ,10003,Japanese,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,10,A,10/5/2015,2
40570878,NOODLE CAFE ZEN,31        ,SAINT MARK'S PLACE                                ,10003,Japanese,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,19,,,5
40571082,NATIONAL ARTS CLUB,15        ,GRAMERCY PARK SOUTH                               ,10003,American ,Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,38,Z,9/16/2015,5
40573061,LA GIARA,501,THIRD AVENUE,10016,Italian,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,11,A,9/21/2015,2
40573715,HUDSON BAR AND BOOKS,636       ,HUDSON STREET                                     ,10014,American ,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,22,,,4
40573929,ARABELLE,37,EAST   64 STREET,10065,American ,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,3,A,9/21/2015,1
40574293,LA BONBONNIERE,28        ,8 AVENUE                                          ,10014,American ,Cycle Inspection / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,21,Z,9/8/2015,3
40575863,FAMOUS JOE'S PIZZA,7,CARMINE STREET,10014,Pizza,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,19,Z,10/14/2015,4
40575863,FAMOUS JOE'S PIZZA,7,CARMINE STREET,10014,Pizza,Cycle Inspection / Initial Inspection,9/28/2015 0:00,Violations were cited in the following area(s).,45,,,6
40576260,HECTOR'S CAFE & DINER,44        ,LITTLE WEST   12 STREET                                                                             ,10014,American ,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,20,Z,9/3/2015,4
40581917,EMPORIUM BRASIL RESTAURANT,15,WEST   46 STREET,10036,Brazilian,Cycle Inspection / Initial Inspection,9/24/2015 0:00,Violations were cited in the following area(s).,9,A,9/24/2015,2
40582335,THE VILLAGE LANTERN,167,BLEECKER STREET,10012,American ,Cycle Inspection / Compliance Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,21,,,3
40582335,THE VILLAGE LANTERN,167,BLEECKER STREET,10012,American ,Cycle Inspection / Reopening Inspection,9/14/2015 0:00,Establishment re-opened by DOHMH,2,Z,9/14/2015,1
40582335,THE VILLAGE LANTERN,167,BLEECKER STREET,10012,American ,Cycle Inspection / Reopening Inspection,9/11/2015 0:00,Establishment re-closed by DOHMH,27,,,7
40582335,THE VILLAGE LANTERN,167,BLEECKER STREET,10012,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,57,,,9
40584877,ROOSEVELT GOURMET DELI,460,WEST   57 STREET,10019,Delicatessen,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,11,A,9/15/2015,2
40585040,CAFE RAKKA,81,ST MARKS PLACE,10003,Mediterranean,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,4,A,10/5/2015,2
40585966,GUY & GALLARD,120       ,EAST   34 STREET                                  ,10016,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,12,A,9/9/2015,4
40587698,STARBUCKS COFFEE,540,COLUMBUS AVENUE,10024,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,11,A,9/29/2015,1
40587698,STARBUCKS COFFEE,540,COLUMBUS AVENUE,10024,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,11,A,9/29/2015,2
40590352,SOUTH'S,273,CHURCH STREET,10013,American ,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,4,A,9/15/2015,1
40591202,West End Lounge,955,WEST END AVENUE,10025,American ,Trans Fat / Re-inspection,9/28/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
40591262,STARBUCKS COFFEE #7344,1841,BROADWAY,10023,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,12,A,9/29/2015,1
40591262,STARBUCKS COFFEE #7344,1841,BROADWAY,10023,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,12,A,9/29/2015,1
40592207,PICASSO PIZZERIA,303,SOUTH END AVENUE,10280,Pizza/Italian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,8,A,10/5/2015,2
40592207,PICASSO PIZZERIA,303,SOUTH END AVENUE,10280,Pizza/Italian,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,32,,,5
40593528,BLOCKHEADS,322,WEST   50 STREET,10019,Mexican,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,12,A,9/9/2015,3
40594677,KABOOZ'S BAR & GRILLE,0,AMTRAK LEVEL,10001,American ,Cycle Inspection / Compliance Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,9,,,2
40594677,KABOOZ'S BAR & GRILLE,0,AMTRAK LEVEL,10001,American ,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,40,C,9/21/2015,3
40596359,NEW YORKER HOTEL KITCHEN,481,8 AVENUE,10001,American ,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,5,A,9/15/2015,1
40598282,ALYSHIA ALEEM COFFEE SHOP,46,WEST   21 STREET,10010,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,33,,,5
